group_id,name,acronym,year,address,phone,fax,email,website,campus,cytema,n_lines,n_ris3,n_offer,n_projects,n_people,detail_url
200,GRUPO EXPERTO EN ANÁLISIS MÉDICO,GEAM,2008,"ESCUELA UNIVERSITARIA POLITECNICA DE CUENCA, CAMPUS UNIVERSITARIO, 16071 CUENCA",969179124,969179119,JOAQUIN.CASCON@UCLM.ES,http://gea.uclm.es,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=200
201,"CRECIMIENTO, DIFERENCIACIÓN Y ACTIVACIÓN CELULAR",CDAC,1998,"AREA DE BIOQUIMICA Y BIOLOGIA MOLECULAR. FACULTAD DE MEDICINA. C/ ALMANSA, 14. 02006 ALBACETE",967599200 EXT. 2921 A 2926,967599327,MARIAJOSE.MARTINEZ@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=201
204,PROMOCION DE LA ACTIVIDAD FISICA PARA LA SALUD,PAFS,2009,"DEPARTAMENTO DE ACTIVIDAD FÍSICA Y CIENCIAS DEL DEPORTE. FACULTAD DE CIENCIAS DEL DEPORTE. TOLEDO, ANTIGUA FÁBRICA DE ARMAS, AVENIDA CARLOS III S/N 45071 TOLEDO",(+34) 925268800 EXT. 5537,(+34) 925268846,SUSANA.AZNAR@UCLM.ES,,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=204
208,ESTUDIOS INTEGRADOS DE LOS CIRCUITOS Y RESPUESTAS BIOLÓGICAS,BIOFORCE,2009,INSTITUTO BOTANICO. CAMPUS UNIVERSITARIO S/N ALBACETE02071,967599200 EXT:2854,967599238,MARIALOURDES.GOMEZ@UCLM.ES,,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=208
209,VITICULTURA,VITICAM,2009,ESCUELA TECNICA SUPERIOR DE INGENIEROS AGRONOMOS Y DE MONTES,967599200 EXT:2876,967599262,FRANCISCO.MONTERO@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=209
210,INVESTIGACIÓN EN HIDROECOLOGIA,IHE,2008,"ESCUELA TÉCNICA SUPERIOR DE INGENIEROS DE CAMINOS, CANALES Y PUERTOS",+34926295209,+34926295391,GRUPO.IHE@UCLM.ES,https://sites.google.com/site/iheuclm/,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=210
212,ARTEA: INVESTIGACIÓN Y CREACIÓN ESCÉNICA,ARTEA,2002,FACULTAD DE BELLAS ARTES. DEPARTAMENTO DE HISTORIA DEL ARTE. UCLM. CUENCA,969179100 - 4509,969179102,JOSEA.SANCHEZ@UCLM.ES,http://artea.uclm.es,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=212
214,INGENIERIA GEOAMBIENTAL,GEG,2000,"E.T.S. INGENIEROS DE CAMINOS, CANALES Y PUERTOS. EDIFICIO POLITECNICO. AVDA. CAMILO JOSE CELA, S/N. C.P. 13071. CIUDAD REAL","926295453, EXT: 3264",926295391,VICENTE.NAVARRO@UCLM.ES,,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=214
216,CULTURA VISUAL Y POLITICAS DE IDENTIDAD,VISU@LS,1997,FACULTAD DE BELLAS ARTES DE CUENCA. UNIVERSIDAD DE CASTILLA-LA MANCHA. SANTA TERESA JORNET S/N 16071 - CUENCA (SPAIN),969179100; EXT: 96432 MOVIL: 629196842,969179101,ANA.MARTINEZ@UCLM.ES,http://visualcultureidentities.net,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=216
218,"DERECHO, ECONOMIA Y GESTION DEL AGUA",DELAGUA,2000,"FACULTAD DE DERECHO. PLAZA DE LA UNIVERSIDAD, 1 02071 ALBACETE",EXT. 2148,967599216,FRANCISCO.DELGADO@UCLM.ES,,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=218
220,PORIDAD. GRUPO DE INVESTIGACIÓN EN HISTORIA MEDIEVAL,PGIHM - PORIDAD,1997,FACULTAD DE LETRAS DE CIUDAD REAL,926295300,926295312,ANGELA.MUNOZ@UCLM.ES,,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=220
221,INVESTIGACION Y MODELIZACION EN MARKETING Y TURISMO,MRM,2010,"COBERTIZO DE SAN PEDRO MARTIR, S/N",925268800,902204130,ARTURO.MOLINA@UCLM.ES,,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=221
222,EFICIENCIA ENERGETICA Y SISTEMAS TERMICOS,ENERSYS,2009,"INSTITUTO DE INVESTIGACION EN ENERGIAS RENOVABLES, C/ DE LA INVESTIGACION, S/N, 02071, ALBACETE // ESCUELA DE INVENIEROS INDUSTRIALES DE ALBACETE, CAMPUS UNIVERSITARIO S/N, 02071 ALBACETE",967599200 EXT:2435,967599200,ANTONIO.MNAVARRO@UCLM.ES,https://www.uclm.es/centros-investigacion/ier,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=222
223,CALIDAD ALIMENTARIA,CALIMENTA,2009,"INSTITUTO DE DESARROLLO REGIONAL. SECCIÓN DE CALIDAD ALIMENTARIA, CAMPUS UNIVERSITARIO S/N, 02071 ALBACETE",+34 967599200 EXT: 2830,+34 967599233,ANA.MOLINA@UCLM.ES,http://www.idr-ab.uclm.es/idr2016/index.php/es/grupos-de-investigacion/calidad-alimentaria,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=223
224,BIOLOGIA Y PRODUCCION DE CERVIDOS,BYPC,1986,"INSTITUTO DE DESARROLLO REGIONAL. SECCION DE RECURSOS CINEGETICOS, CAMPUS UNIVERSITARIO S/N, 02071 ALBACETE",+34 967599200 EXT:2828,+34 967599233,TOMAS.LANDETE@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=224
225,HIDROGEOLOGIA,HIDROBIOTEC,2009,INSTITUTO DE DESARROLLO REGIONAL. CAMPUS UNIVERSITARIO S/N. 02071 ALBACETE,967599200,967599349,JUANJOSE.GOMEZ@UCLM.ES,http://blog.uclm.es/grupohidrogeo/,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=225
226,TECNOLOGIAS APLICADAS AL DISEÑO,TAD,2009,"PLAZA DE MANUEL MECA, 1 ALMADEN (C.REAL)",926264007,926264401,FRANCISCO.MCABRERA@UCLM.ES,,ALMADÉN,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=226
228,"GRUPO DE INVESTIGACIÓN DE INGENIERÍA, ECONOMÍA Y GESTIÓN - INGENIUM",INGENIUM RESEARCH GROUP,2010,ETSII DE CIUDAD REAL,926295300,926295361,FAUSTOPEDRO.GARCIA@UCLM.ES,http://www.ingeniumgroup.eu,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=228
229,LENGUAJE DISCURSO INTERACCION Y CULTURA,LADIC,2010,FACULTAD DE LETRAS. DEPARTAMENTO DE FILOLOGIA MODERNA,926295300 (6667),926295312,ANAMARIA.RELANO@UCLM.ES,http://blog.uclm.es/apingloclm/,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=229
230,COLECTIVO ALTERACCIÓN: GRUPO DE INVESTIGACIÓN EN TRABAJO SOCIAL Y ANTROPOLOGÍA,A ACCION,2008,"FACULTAD DE TRABAJO SOCIAL. EDIFICIO MELCHOR CANO, CAMINO DE POZUELO S/N DESPACHO 2.16. 16071 CUENCA (ESPAÑA)",0034969179100 EXT:4626,969179120,EMILIOJOSE.GOMEZ@UCLM.ES,,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=230
231,GRUPO DE VISION Y SISTEMAS INTELIGENTES,VISILAB,2004,"E.T.S.I. INDUSTRIALES. AVDA. CAMILO JOSE CELA, 3 - 13071 CIUDAD REAL",926295300 EXT 3842,926295361,GLORIA.BUENO@UCLM.ES,http://visilab.etsii.uclm.es/,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=231
232,PATRIMONIO MUSICAL DE CASTILLA-LA MANCHA,PMCLM,2009,"DEPARTAMENTO DE DIDACTICA DE LA EXPRESION MUSICAL, PLASTICA Y CORPORAL. PLAZA DE LA UNIVERSIDAD, S/N. 02071 ALBACETE",926295300 EXT 2514,926295312,PAULINO.CAPDEPON@UCLM.ES,http://beta.cidom.es/,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=232
233,MECANICA DE LOS MEDIOS CONTINUOS E INGENIERIA DE ESTRUCTURAS Y MATERIALES,COMES,2009,"ESCUELA TECNICA SUPERIOR DE INGENIERÍA INDUSTRIAL DE CIUDAD REAL, INSTITUTO DE INVESTIGACIONES ENERGETICAS Y APLICACIONES INDUSTRIALES",926295455,926295361,JUANJOSE.LOPEZ@UCLM.ES,https://www.uclm.es/grupos/comes,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=233
234,"GENUD TOLEDO - CRECIMIENTO, EJERCICIO, NUTRICION Y DESARROLLO",GENUD,2010,FACULTAD DE CIENCIAS DEL DEPORTE (TOLEDO) CAMPUS TECNOLOGICO. AVDA CARLOS III S/N. 45071 TOLEDO (ESPAÑA),925268800 (EXT 96808),925268846,LABAFYFUNCIONMUSCULAR.CCDEPORTE.TO@UCLM.ES,http://www.spanishexernet.com/genudtoledo.html,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=234
235,ECONOMIA AGROALIMENTARIA Y FORESTAL.BIOECONOMIA,BIOECO,1995,"E.T.S. INGENIEROS AGRONOMOS Y DE MONTES. CAMPUS UNIVERSITARIO, S/N 02071 - ALBACETE (ESPAÑA)",967599200 EXT. 2803,967599238,RODOLFO.BERNABEU@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=235
236,QUIMICA ORGANICA FARMACEUTICA,QOF,2010,FACULTAD DE FARMACIA,967 599200 EXT 8233,N/A,JOAQUINC.GARCIA@UCLM.ES,https://pharmorgchem.wordpress.com/,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=236
237,"ENFERMERIA, DOLOR Y CUIDADOS",ENDOCU,2010,ESCUELA UNIVERSITARIA DE ENFERMERIA Y FISIOTERAPIA DE TOLEDO. CAMPUS FABRICA DE ARMAS. UCLM,925 268800 EXT 5809,925288811,MARIA.UGARTE@UCLM.ES,,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=237
239,ROBÓTICA BLANDA Y VISIÓN POR COMPUTADOR 3D,SORO&3DCV,1998,"E.S. INFORMÁTICA. PASEO DE LA UNIVERSIDAD, 4. 13071. CIUDAD REAL","926 295300 (Ext 3737, Ext 3749)",926295354,ANTONIO.ADAN@UCLM.ES,http://isa.esi.uclm.es,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=239
240,"CALIDAD, SEGURIDAD E HIGIENE DE PRODUCTOS AGROALIMENTARIOS",CASEHI,1993,"ESCUELA TECNICA SUPERIOR DE INGENIEROS AGRONOMOS, CAMPUS UNIVERSITARIO, S/N, 02071 ALBACETE",967599200 EXT 2860,967599238,JOSE.PGONZALEZ@UCLM.ES,http://crea.uclm.es/industrias/sp/index.php,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=240
241,GRUPO DE PSICOLOGIA COGNITIVA APLICADA,PCA,2002,AVDA. ALMANSA Nº 14 (ALBACETE),967599200 EXT 2916,967599204,JOSE.LATORRE@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=241
243,LABORATORIO DE ESTRUCTURA SINAPTICA,SYSLAB,2008,"C/ ALMANSA 14, 02006 ALBACETE",967599200 (EXT 2176),967599360,RAFAEL.LUJAN@UCLM.ES,http://idine.uclm.es/,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=243
244,MEDIDA DE LA EXPOSICIÓN A ONDAS DE RADIOFRECUENCIA,MORFEO,2010,"ESCUELA SUPERIOR DE INGENIERÍA INFORMÁTICA, AVDA ESPAÑA S/N, E-02071 ALBACETE",967599200,967599224,ENRIQUE.ARRIBAS@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=244
245,GRUPO DE INVESTIGACION DE SEGURIDAD Y AUDITORIA DE SISTEMAS DE INFORMACION,GSYA,2010,"PASEO DE LA UNIVERSIDAD, 4. 13071 CIUDAD REAL",+34 926295300 EXT. 3744,+34 926295354,GRUPO.GSYA@UCLM.ES,http://gsya.esi.uclm.es/,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=245
246,NEUROPLASTICIDAD Y NEURODEGENERACION,NPND,2010,"FAC. MEDICINA DE CIUDAD REAL, AVDA. MOLEDORES S/N, 13071 CIUDAD REAL",EXT 6690,902204130,ALINO.MARTINEZ@UCLM.ES,http://medicina.cr.uclm.es/webmedicina/grupo_de_ne,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=246
247,ESTRÉS OXIDATIVO Y NEURODEGENERACIÓN,EON,2010,"DEPARTAMENTO DE CIENCIAS MÉDICAS, FACULTAD DE MEDICINA, CAMPUS DE CIUDAD REAL",926 295300 6836,926 295300 6836,MARIO.DURAN@UCLM.ES,https://blog.uclm.es/geon/,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=247
248,FILOSOFIA: MODERNIDAD Y POSTMODERNIDAD,F-MYP,1990,FACULTAD DE HUMANIDADES. PLAZA DE PADILLA 4. 45071 TOLEDO,925 26 88 61-EXT. 5310,Email de contacto:,ANGEL.FAERNA@UCLM.ES,,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=248
251,GRUPO DE CAPITAL INTELECTUAL,ICRG,2010,"C/ RONDA DE TOLEDO S/N 13.071 CIUDAD REAL; PZA UNIVERSIDAD, 1 02071, ALBACETE",902204100,902204130,DOMINGO.NEVADO@UCLM.ES,http://victorraullopez.blogspot.com.es/,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=251
255,"BUILDING INFORMATION MODELING EN URBANISMO, EDIFICACION Y SOSTENIBILIDAD",BIM_URBEDSO,2010,EDIFICIO DE LA ESCUELA POLITECNICA. CAMPUS DE CUENCA,969179100 EXT. 4824,969179119,JESUS.ALFARO@UCLM.ES,,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=255
256,COLABORATORIO LPCI. LABORATORIO DE PROYECTOS COLABORATIVOS INTERDISCIPLINARES,COLABORATORIO LPCI,2011,D. GABRIEL PEREZZAN FACULTAD DE BELLAS ARTES C/ SANTA TERESA JORNET S/N 16071 CUENCA. DESPACHO 209,969179100 Ext: 14507 / 4510,969 179 102,GABRIEL.PEREZZAN@UCLM.ES,,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=256
257,REESCRIBIENDO MASCULINIDADES EN LA CULTURA CONTEMPORANEA,REMASC,2011,"DEPARTAMENTO DE FILOLOGÍA MODERNA, FACULTAD DE LETRAS, UCLM, AVDA. CAMILO JOSÉ CELA S/N 13071 CIUDAD REAL",926295300 Ext. 3111,926295300,JOSEMARIA.ARMENGOL@UCLM.ES,,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=257
259,LA ENSEÑANZA DE LA PINTURA: ANÁLISIS DE SUS MÉTODOS Y PROPUESTAS ALTERNATIVAS.,EPAMPA,2011,"C/ CAPILLA, 4; 16452 TRIBALDOS; CUENCA",969135211; 607254847; 679080026,969135211,JAVIER.DIEZDEBALDEON@UCLM.ES,,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=259
260,GRUPO DE INVESTIGACIÓN EN BIORRETROALIMENTACIÓN (BIOFEEDBACK) Y PSICOLOGIA DE LA SALUD,BIORRETROALIMENTACIÓN,2000,"LUIS GARRA PALUD, AVDA REAL FABRICA DE SEDA S/N 45600 TALAVERA (TOLEDO)",ext 5684,925721011,LUIS.GARRA@UCLM.ES,,TALAVERA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=260
262,QUÍMICA DE LOS PROCESOS ATMOSFÉRICOS: EXPERIMENTACIÓN EN LABORATORIO Y MEDIDAS DE CAMPO,QUIPROAT,2011,"FACULTAD DE CIENCIAS Y TECNOLOGÍAS QUÍMICAS, AVDA. CAMILO JOSE CELA, EDIFICIO MARIE CURIE, 13071 CIUDAD REAL",926295300,926295318,ALFONSO.ARANDA@UCLM.ES,http://www.uclm.es/investigacion/,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=262
263,GRUPO DE INVESTIGACION EN DERECHO ROMANO,GIDR,2011,"COBERTIZO DE S. PEDRO MARTIR, S/N. 45071 TOLEDO. ESPAÑA",(+34) 925 26 88 00 ext. 5106,(+34) 925 26 88 01,ALICIA.VALMANA@UCLM.ES,,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=263
264,"ECONOMIC, TOURISM AND ENVIRONMENTAL ANALYSIS AND RESEARCH",ETEAR,2011,"FACULTAD CIENCIAS SOCIALES CUENCA. AVENIDAD DE LOS ALFARES, 44. 16071 - CUENCA.",902 204100 ext 4246,902204130,JOSE.MONDEJAR@UCLM.ES,,CUENCA,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=264
265,"QUIMICA ATMOSFÉRICA, CALIDAD DEL AIRE Y FOTOQUÍMICA",FOTOAIR,2000,"FACULTAD DE CIENCIAS Y TECNOLOGÍAS QUÍMICAS. EDIFICIO MARIE CURIE. AVDA. CAMILO JOSÉ CELA, S/N 13071 CIUDAD REAL","(+34) 926 29 53 00 (EXTS. 3425, 6239)",926295318,ELENA.JIMENEZ@UCLM.ES,,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=265
267,LABORATORIO DE NEUROFISIOLOGÍA Y COMPORTAMIENTO,NEUROFIS-CR,2011,FACULTAD DE MEDICINA DE CIUDAD REAL,926295300 ext 6838,926295300,JUAN.NAVARRO@UCLM.ES,https://laboratorioneurofisiologia.com/,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=267
268,GRUPO DE INVESTIGACIÓN EN EDUCACIÓN Y SALUD,EDSA,2011,CAMPUS FABRICA DE ARMAS,925268800 (5927),925222454,CARMEN.CARPIO@UCLM.ES,https://www.uclm.es/home/misiones/investigacion/ofertacientificotecnica/gruposinvestigacion/detallegrupo?idgrupo=268,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=268
269,LITERATURA COMPARADA,LITERADA,2011,"UCLM, DEPARTAMENTO DE FILOLOGÍA MODERNA, FACULTAD DE LETRAS, AVDA. C. J. CELA, S/N, 13071 CIUDAD REAL, ESPAÑA",+34926295300 (ext. 3117),+34926295312,CHRISTIAN.HAGEDORN@UCLM.ES,,,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=269
271,"GRUPO DE INVESTIGACIÓN EN INNOVACIÓN, COMPETITIVIDAD Y REDES",INCORE,2011,"EDIFICIO JURÍDICO-EMPRESARIAL, PLAZA DE LA UNIVERSIDAD, 1; 02071; ALBACETE",902 204 100 (ext. 2388),902 204 130,PEDRO.GVILLAVERDE@UCLM.ES,http://www.grupoincore.uclm.es/,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=271
272,POWER AND ENERGY ANALYSIS AND RESEARCH LABORATORY,PEARL,2011,"E.T.S. INGENIEROS INDUSTRIALES, CAMPUS UNIVERSITARIO S/N, 13071 CIUDAD REAL",+34 926295496,+34 926295361,JOSEMANUEL.ARROYO@UCLM.ES,http://pearl.uclm.es,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=272
273,LABINTIC. LABORATORIO DE INTEGRACIÓN DE LA TECNOLOGÍA EN LAS AULAS,LABINTIC,2012,"FACULTAD DE EDUCACIÓN DE ALBACETE. PLAZA DE LA UNIVERSIDAD, Nº 3, 02071. ALBACETE",967599200 ext. 2536,967599229,RAMON.COZAR@UCLM.ES,http://labintic.uclm.es,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=273
274,GRUPO DE INVESTIGACIÓN EN ECONOMÍA ENERGÉTICA Y MEDIOAMBIENTAL,GEAR,2012,"FACULTAD DE CIENCIAS ECONÓMICAS Y EMPRESARIALES ALBACETE, PLAZA DE LA UNIVERSIDAD 2, 02071 ALBACETE",967599200 Ext. 2359,967599216,LUIS.LSANTIAGO@UCLM.ES,http://blog.uclm.es/grupogear/,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=274
275,GRUPO DE ETNOGRAFÍA Y ESTUDIOS SOCIALES APLICADOS,GEESA,2006,"FACULTAD DE CIENCIAS DE LA EDUCACIÓN Y HUMANIDADES, AVDA. DE LOS ALFARES 44, 16071, CUENCA.","969179100, ext. 4321",969179131,LUISA.ABAD@UCLM.ES,,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=275
276,INGENIERÍA DE SISTEMAS INTERACTIVOS (ISE),ISE,2011,"INSTITUTO DE INVESTIGACIÓN EN INFORMÁTICA DE ALBACETE. CAMPUS UNIVERSITARIO, S/N",967 59 92 00. Ext. 2428,967 59 92 24,MARIA.LOZANO@UCLM.ES,https://blog.uclm.es/grupoise/,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=276
279,SUELOS VITICOLAS,TERROIR,2013,"ESCUELA DE INGENIEROS AGRONOMOS DE CIUDAD REAL ( RONDA DE CALATRAVA Nº 7, 13071 CIUDAD REAL)",+34 926295300,+34 926295351,FCOJESUS.GARCIA@UCLM.ES,,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=279
282,INNOVACIÓN TECNOLÓGICA APLICADA A LA SALUD,GRUPO ITAS,2012,FACULTAD DE CIENCIAS DE LA SALUD | AVDA. REAL FÁBRICA DE SEDAS S/N | 45600 - TALAVERA DE LA REINA,+34926051420,Email de contacto:,BEGONA.POLONIO@UCLM.ES,,TALAVERA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=282
